,timestamp,source,expanded_urls,rating_numerator,name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorites_counts,retweet_count,Type,breed
11,2017-7-25,Twitter for iPhone,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,french bulldog,0.377417,True,labrador retriever,0.151317,True,muzzle,0.0829811,False,28268,5156,,french bulldog
12,2017-7-25,Twitter for iPhone,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True,38818,8538,puppo,pembroke
13,2017-7-25,Twitter for iPhone,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12.0,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,french bulldog,0.99165,True,boxer,0.00212864,True,staffordshire bullterrier,0.00149818,True,27672,4735,,french bulldog
14,2017-7-24,Twitter for iPhone,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden retriever,0.953442,True,labrador retriever,0.0138341,True,redbone,0.00795775,True,15359,2321,puppo,golden retriever
15,2017-7-24,Twitter for iPhone,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.0273507,True,25652,5637,,whippet
16,2017-7-23,Twitter for iPhone,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden retriever,0.714719,True,tibetan mastiff,0.1201839999999999,True,labrador retriever,0.1055059999999999,True,29611,4709,,golden retriever
17,2017-7-22,Twitter for iPhone,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13.0,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden retriever,0.46976,True,labrador retriever,0.184172,True,english setter,0.0734817,True,26080,4559,,golden retriever
18,2017-7-22,Twitter for iPhone,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13.0,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,siberian husky,0.700377,True,eskimo dog,0.166511,True,malamute,0.111411,True,20290,3732,,siberian husky
20,2017-7-20,Twitter for iPhone,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12.0,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,french bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,22201,3653,,french bulldog
21,2017-7-19,Twitter for iPhone,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.0262364,True,30779,5609,,basset
23,2017-7-19,Twitter for iPhone,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13.0,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,0.809197,True,rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,69871,18781,,pembroke
24,2017-7-18,Twitter for iPhone,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,mexican hairless,0.330741,True,sea lion,0.275645,False,weimaraner,0.134203,True,34222,10737,,mexican hairless
25,2017-7-18,Twitter for iPhone,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,samoyed,0.733942,True,eskimo dog,0.0350295,True,staffordshire bullterrier,0.0297047,True,31061,6167,,samoyed
26,2017-7-17,Twitter for iPhone,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13.0,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,35859,8084,,chihuahua
27,2017-7-16,Twitter for iPhone,https://www.gofundme.com/mingusneedsus,13.0,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,great pyrenees,0.186136,True,dandie dinmont,0.0863463,True,12306,3443,,kuvasz
29,2017-7-15,Twitter for iPhone,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12.0,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french bulldog,0.999201,True,chihuahua,0.000361178,True,boston bull,7.55616e-05,True,21524,3316,pupper,french bulldog
31,2017-7-15,Twitter for iPhone,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower cap,0.0252856,False,siamese cat,0.00284892,False,28469,6523,,pug
33,2017-7-14,Twitter for iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese mountain dog,0.00623915,True,33382,7097,,blenheim spaniel
34,2017-7-13,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,labrador retriever,0.265835,True,kuvasz,0.134697,True,36689,6683,,pug
37,2017-7-12,Twitter for iPhone,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,siberian husky,0.0717125,True,eskimo dog,0.0557697,True,22367,4556,,malamute
38,2017-7-12,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian greyhound,0.259916,True,american staffordshire terrier,0.198451,True,staffordshire bullterrier,0.127725,True,68152,16439,,italian greyhound
39,2017-7-11,Twitter for iPhone,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13.0,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,norwich terrier,0.106075,True,norfolk terrier,0.0373485,True,28514,6096,,chow
40,2017-7-11,Twitter for iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,french bulldog,0.404291,True,brabancon griffon,0.0440019,True,24765,5100,,pug
41,2017-7-10,Twitter for iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,27478,5856,,pembroke
43,2017-7-9,Twitter for iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german shepherd,0.707046,True,malinois,0.199396,True,norwegian elkhound,0.0491476,True,20771,3128,doggo,german shepherd
44,2017-7-9,Twitter for iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True,22349,3586,,doberman
45,2017-7-8,Twitter for iPhone,https://twitter.com/dog_rates/status/883482846933004288/photo/1,13.5,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden retriever,0.943082,True,labrador retriever,0.032409,True,kuvasz,0.00550072,True,46860,10407,,golden retriever
46,2017-7-7,Twitter for iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,tibetan mastiff,0.00709872,True,newfoundland,0.00214033,True,22986,3825,floofer,chow
47,2017-7-7,Twitter for iPhone,https://twitter.com/dog_rates/status/883117836046086144/photo/1,13.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden retriever,0.949562,True,labrador retriever,0.0459479,True,kuvasz,0.00247094,True,37914,6949,,golden retriever
48,2017-7-6,Twitter for iPhone,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13.0,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,eskimo dog,0.4667779999999999,True,siberian husky,0.406044,True,dingo,0.0734143999999999,False,24445,4122,,eskimo dog
49,2017-7-6,Twitter for iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat-coated retriever,0.0155793999999999,True,28903,5134,pupper,labrador retriever
50,2017-7-5,Twitter for iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,28382,6342,,pembroke
51,2017-7-4,Twitter for iPhone,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13.0,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden retriever,0.762211,True,labrador retriever,0.0989848999999999,True,cocker spaniel,0.0171995,True,45880,12118,,golden retriever
52,2017-7-4,Twitter for iPhone,https://twitter.com/dog_rates/status/882045870035918850/photo/1,13.0,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True,29900,5203,,golden retriever
53,2017-7-3,Twitter for iPhone,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,weimaraner,0.291539,True,chesapeake bay retriever,0.278966,True,koala,0.127017,False,24773,3533,,weimaraner
54,2017-7-3,Twitter for iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,0.529012,True,afghan hound,0.250003,True,golden retriever,0.160739,True,51522,11099,,saluki
56,2017-7-2,Twitter for iPhone,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,samoyed,0.281463,True,angora,0.272066,False,persian cat,0.114854,False,50199,16570,pupper,samoyed
59,2017-6-30,Twitter for iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,pembroke,0.791416,True,norwich terrier,0.0613929,True,chihuahua,0.0337257,True,21734,3989,,pembroke
60,2017-6-29,Twitter for iPhone,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12.0,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True,29075,6546,,golden retriever
61,2017-6-29,Twitter for iPhone,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12.0,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,27640,4436,,chihuahua
62,2017-6-28,Twitter for iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature pinscher,0.120298,True,rhodesian ridgeback,0.106395,True,beagle,0.106073,True,28150,4533,,miniature pinscher
63,2017-6-28,Twitter for iPhone,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13.0,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True,22667,3642,,basset
65,2017-6-27,Twitter for iPhone,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,german short-haired pointer,0.479896,True,vizsla,0.1243529999999999,True,bath towel,0.0733202,False,23822,3323,,german short-haired pointer
66,2017-6-26,Twitter for iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,english springer,0.383404,True,boston bull,0.134967,True,cardigan,0.110481,True,107956,45849,,english springer
67,2017-6-26,Twitter for iPhone,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,labrador retriever,0.0334961,True,pembroke,0.0188266,True,17099,3261,,labrador retriever
70,2017-6-25,Twitter for iPhone,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature pinscher,0.00943065,True,american staffordshire terrier,0.0087113,True,19317,2812,,vizsla
71,2017-6-25,Twitter for iPhone,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13.0,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,italian greyhound,0.734684,True,whippet,0.1504869999999999,True,ibizan hound,0.0397246,True,19763,4319,puppo,italian greyhound
75,2017-6-23,Twitter for iPhone,https://www.gofundme.com/3yd6y1c,13.0,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,appenzeller,0.1285069999999999,True,7913,1349,,basset
76,2017-6-23,Twitter for iPhone,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14.0,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,french bulldog,0.839097,True,boston bull,0.0787993999999999,True,toy terrier,0.0152433999999999,True,42876,7181,,french bulldog
77,2017-6-22,Twitter for iPhone,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13.0,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,chesapeake bay retriever,0.8379559999999999,True,labrador retriever,0.0620342,True,weimaraner,0.0405991,True,71144,17300,,chesapeake bay retriever
79,2017-6-21,Twitter for iPhone,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368,True,welsh springer spaniel,0.00193621,True,bathtub,0.000467919,False,23258,3994,,basset
80,2017-6-21,Twitter for iPhone,https://twitter.com/dog_rates/status/877316821321428993/photo/1,13.0,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,saluki,0.5099670000000001,True,italian greyhound,0.0904973,True,golden retriever,0.0794058,True,27907,5414,,saluki
81,2017-6-20,Twitter for iPhone,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12.0,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,27755,5880,,pembroke
82,2017-6-19,Twitter for iPhone,https://twitter.com/dog_rates/status/876838120628539392/photo/1,12.0,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751,True,redbone,0.24097,True,tibetan mastiff,0.0889348,True,21125,3506,pupper,bloodhound
84,2017-6-18,Twitter for iPhone,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden retriever,0.874566,True,irish terrier,0.0373542,True,chow,0.0167235999999999,True,19163,2511,,golden retriever
85,2017-6-17,Twitter for iPhone,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,bernese mountain dog,0.534327,True,saint bernard,0.346312,True,greater swiss mountain dog,0.0949327,True,28490,4903,,bernese mountain dog
86,2017-6-16,Twitter for iPhone,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,labrador retriever,0.799551,True,chesapeake bay retriever,0.179975,True,vizsla,0.0046176,True,25773,4497,,labrador retriever
87,2017-6-15,Twitter for iPhone,https://twitter.com/dog_rates/status/875144289856114688/video/1,13.0,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,siberian husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,22185,5081,,siberian husky
89,2017-6-14,Twitter for iPhone,https://twitter.com/dog_rates/status/875021211251597312/photo/1,12.0,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,west highland white terrier,0.7143189999999999,True,siberian husky,0.0919133,True,great pyrenees,0.0460381999999999,True,26022,4922,,west highland white terrier
90,2017-6-13,Twitter for iPhone,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12.0,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,labrador retriever,0.836052,True,staffordshire bullterrier,0.0470690999999999,True,beagle,0.0360071,True,28439,4875,,labrador retriever
92,2017-6-12,Twitter for iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker spaniel,0.437216,True,miniature poodle,0.2771909999999999,True,toy poodle,0.157402,True,26651,4308,pupper,cocker spaniel
93,2017-6-12,Twitter for iPhone,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12.0,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,flat-coated retriever,0.8321770000000001,True,black-and-tan coonhound,0.0404369,True,newfoundland,0.0282283,True,23134,4125,,flat-coated retriever
94,2017-6-11,Twitter for iPhone,https://twitter.com/dog_rates/status/874012996292530176/photo/1,13.0,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,35501,11007,puppo,cardigan
96,2017-6-10,Twitter for iPhone,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13.0,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,newfoundland,0.678537,True,tibetan mastiff,0.244022,True,chow,0.0485295,True,24837,4143,,newfoundland
98,2017-6-9,Twitter for iPhone,https://www.gofundme.com/help-my-baby-sierra-get-better,12.0,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake bay retriever,0.0126763,True,7467,1667,pupper,vizsla
99,2017-6-9,Twitter for iPhone,https://twitter.com/dog_rates/status/872967104147763200/photo/1,12.0,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,labrador retriever,0.476913,True,chesapeake bay retriever,0.174145,True,german short-haired pointer,0.0928614,True,28031,5669,doggo,labrador retriever
100,2017-6-8,Twitter for iPhone,https://twitter.com/dog_rates/status/872820683541237760/photo/1,13.0,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,pug,0.99912,True,french bulldog,0.00055192,True,bull mastiff,7.28904e-05,True,15029,3884,,pug
102,2017-6-8,Twitter for iPhone,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13.0,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,cocker spaniel,0.513191,True,sussex spaniel,0.159088,True,standard poodle,0.149509,True,21309,3911,,cocker spaniel
103,2017-6-7,Twitter for iPhone,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12.0,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1.0,pembroke,0.931861,True,cardigan,0.0377211999999999,True,chihuahua,0.0119667,True,41606,9429,,pembroke
104,2017-6-7,Twitter for iPhone,https://twitter.com/dog_rates/status/872261713294495745/photo/1,13.0,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,labrador retriever,0.972019,True,flat-coated retriever,0.00817828,True,chesapeake bay retriever,0.00735927,True,35085,6649,,labrador retriever
105,2017-6-6,Twitter for iPhone,https://twitter.com/dog_rates/status/872122724285648897/photo/1,12.0,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1.0,basketball,0.808396,False,pug,0.0667363,True,dalmatian,0.0545697999999999,True,35324,8549,,pug
106,2017-6-6,Twitter for iPhone,https://twitter.com/dog_rates/status/871879754684805121/photo/1,13.0,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,shetland sheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True,39090,11918,,shetland sheepdog
107,2017-6-5,Twitter for iPhone,https://twitter.com/dog_rates/status/871762521631449091/photo/1,12.0,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,labrador retriever,0.921393,True,golden retriever,0.064608,True,bloodhound,0.00338337,True,20787,3678,pupper,labrador retriever
108,2017-6-4,Twitter for iPhone,https://twitter.com/dog_rates/status/871515927908634625/photo/1,12.0,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2.0,komondor,0.974781,True,briard,0.0200412999999999,True,swab,0.00322824,False,20730,3628,doggo,komondor
111,2017-6-3,Twitter for iPhone,https://twitter.com/dog_rates/status/871032628920680449/photo/1,13.0,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1.0,kelpie,0.398053,True,macaque,0.0689549,False,dingo,0.0506018,False,23255,3999,,kelpie
114,2017-6-2,Twitter for iPhone,https://www.gofundme.com/help-fix-codys-torn-acl,13.0,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True,12819,2817,,pembroke
115,2017-6-1,Twitter for iPhone,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13.0,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,golden retriever,0.841001,True,great pyrenees,0.0992784,True,labrador retriever,0.0326213,True,85011,27680,,golden retriever
116,2017-6-1,Twitter for iPhone,https://twitter.com/dog_rates/status/870308999962521604/photo/1,13.0,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,greater swiss mountain dog,0.6227520000000001,True,appenzeller,0.158463,True,entlebucher,0.148115,True,22453,4384,,greater swiss mountain dog
119,2017-5-31,Twitter for iPhone,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13.0,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True,43710,10663,,pembroke
120,2017-5-30,Twitter for iPhone,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13.0,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True,29116,6728,,pembroke
121,2017-5-30,Twitter for iPhone,https://twitter.com/dog_rates/status/869596645499047938/photo/1,12.0,Scout,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1.0,chihuahua,0.955156,True,toy terrier,0.00805373,True,muzzle,0.00629563,False,16476,3327,doggo,chihuahua
122,2017-5-29,Twitter for iPhone,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13.0,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True,21112,4023,,pembroke
123,2017-5-28,Twitter for iPhone,https://twitter.com/dog_rates/status/868880397819494401/photo/1,14.0,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1.0,laptop,0.153718,False,french bulldog,0.0999839,True,printer,0.0771299,False,55098,12518,,french bulldog
